"role","actorname","actorimdb","titlename","titleimdb"
"Deputy Dobbs 2 episodes","Rudy Eisenzopf","https://www.imdb.com/name/nm5647921","The Punisher","https://www.imdb.com/title/tt5675620"
"Sheriff Hardin 2 episodes","Joe Holt","https://www.imdb.com/name/nm1067115","The Punisher","https://www.imdb.com/title/tt5675620"
"Krista Dumont 2 episodes","Floriana Lima","https://www.imdb.com/name/nm2779018","The Punisher","https://www.imdb.com/title/tt5675620"
"John Pilgrim 2 episodes","Josh Stewart","https://www.imdb.com/name/nm1577637","The Punisher","https://www.imdb.com/title/tt5675620"
"Amy Bendix 2 episodes","Giorgia Whigham","https://www.imdb.com/name/nm7939956","The Punisher","https://www.imdb.com/title/tt5675620"
"Detective Sergeant Mahoney 1 episode, 2017","Royce Johnson","https://www.imdb.com/name/nm1912642","The Punisher","https://www.imdb.com/title/tt5675620"
"Col. Morty Bennett 1 episode, 2017","Andrew Polk","https://www.imdb.com/name/nm0689289","The Punisher","https://www.imdb.com/title/tt5675620"
"Weems 1 episode, 2017","Graham Wolfe","https://www.imdb.com/name/nm4209644","The Punisher","https://www.imdb.com/title/tt5675620"
"Cop 1 episode, 2017","Amanda Bruton","https://www.imdb.com/name/nm2306010","The Punisher","https://www.imdb.com/title/tt5675620"
"Geiger 1 episode, 2017","Quincy Chad","https://www.imdb.com/name/nm3900141","The Punisher","https://www.imdb.com/title/tt5675620"
"Mistress 1 episode, 2017","Ilfenesh Hadera","https://www.imdb.com/name/nm3947644","The Punisher","https://www.imdb.com/title/tt5675620"
"Computer Tech 1 episode, 2017","Adelind Horan","https://www.imdb.com/name/nm3562924","The Punisher","https://www.imdb.com/title/tt5675620"
"Dr. Hamid Madani 1 episode, 2017","Houshang Touzie","https://www.imdb.com/name/nm0869791","The Punisher","https://www.imdb.com/title/tt5675620"
"Carla 1 episode, 2017","Andrea Leigh","https://www.imdb.com/name/nm0500165","The Punisher","https://www.imdb.com/title/tt5675620"
"Soldier 1 episode, 2017","Ramon O. Torres","https://www.imdb.com/name/nm4709176","The Punisher","https://www.imdb.com/title/tt5675620"
"Ricky Langtry 1 episode, 2017","Dov Davidoff","https://www.imdb.com/name/nm1359330","The Punisher","https://www.imdb.com/title/tt5675620"
"Officer Jack 1 episode, 2017","René Ifrah","https://www.imdb.com/name/nm1035548","The Punisher","https://www.imdb.com/title/tt5675620"
"Nurse 1 episode, 2017","Porter Kelly","https://www.imdb.com/name/nm0446798","The Punisher","https://www.imdb.com/title/tt5675620"
"Turk Barrett 1 episode, 2017","Rob Morgan","https://www.imdb.com/name/nm1726032","The Punisher","https://www.imdb.com/title/tt5675620"
"Mazur 1 episode, 2017","Owen Burke","https://www.imdb.com/name/nm4024978","The Punisher","https://www.imdb.com/title/tt5675620"
"News Anchor 1 episode, 2017","Stacy-Ann Gooden","https://www.imdb.com/name/nm5581298","The Punisher","https://www.imdb.com/title/tt5675620"
"Wilcox 1 episode, 2017","Alessandro Accornero","https://www.imdb.com/name/nm6599085","The Punisher","https://www.imdb.com/title/tt5675620"
"Major Schoonover 1 episode, 2017","Clancy Brown","https://www.imdb.com/name/nm0000317","The Punisher","https://www.imdb.com/title/tt5675620"
"Mickey O'Hare 1 episode, 2017","Jon David Casey","https://www.imdb.com/name/nm0917823","The Punisher","https://www.imdb.com/title/tt5675620"
"Producer 1 episode, 2017","Marlene Ginader","https://www.imdb.com/name/nm4664680","The Punisher","https://www.imdb.com/title/tt5675620"
"OIG Agent 1 episode, 2017","Timothy Stickney","https://www.imdb.com/name/nm0830023","The Punisher","https://www.imdb.com/title/tt5675620"
"Doughy Man 1 episode, 2017","Rudy De La Cruz","https://www.imdb.com/name/nm1910705","The Punisher","https://www.imdb.com/title/tt5675620"
"Moose 1 episode, 2017","Christopher R Ellis","https://www.imdb.com/name/nm4774390","The Punisher","https://www.imdb.com/title/tt5675620"
"Newscaster 1 1 episode, 2017","Pat Kiernan","https://www.imdb.com/name/nm0452592","The Punisher","https://www.imdb.com/title/tt5675620"
"Carl 1 episode, 2017","Josh Caras","https://www.imdb.com/name/nm1966028","The Punisher","https://www.imdb.com/title/tt5675620"
"Donny Chavez 1 episode, 2017","Lucca De Oliveira","https://www.imdb.com/name/nm6298113","The Punisher","https://www.imdb.com/title/tt5675620"
"Newscaster 2 1 episode, 2017","Roma Torre","https://www.imdb.com/name/nm0868405","The Punisher","https://www.imdb.com/title/tt5675620"
"Businesswoman 1 episode, 2017","Ambre Anderson","https://www.imdb.com/name/nm3859050","The Punisher","https://www.imdb.com/title/tt5675620"
"Barmaid 1 episode, 2017","Kathleen Mary Carthy","https://www.imdb.com/name/nm1692767","The Punisher","https://www.imdb.com/title/tt5675620"
"Lance 1 episode, 2017","Chris Critelli","https://www.imdb.com/name/nm4849725","The Punisher","https://www.imdb.com/title/tt5675620"
"Hayley 1 episode, 2017","Sabrina Reitman","https://www.imdb.com/name/nm2842237","The Punisher","https://www.imdb.com/title/tt5675620"
"Paulie 1 episode, 2017","Tyler Elliot Burke","https://www.imdb.com/name/nm5149980","The Punisher","https://www.imdb.com/title/tt5675620"
"Cop 1 episode, 2017","Yadira Correa","https://www.imdb.com/name/nm4025185","The Punisher","https://www.imdb.com/title/tt5675620"
"Cop 1 episode, 2017","Michael Kennealy","https://www.imdb.com/name/nm0447872","The Punisher","https://www.imdb.com/title/tt5675620"
"FBI Agent 1 episode, 2017","Leajato Amara Robinson","https://www.imdb.com/name/nm3734419","The Punisher","https://www.imdb.com/title/tt5675620"
"Leo 1 episode, 2017","Jason Hite","https://www.imdb.com/name/nm5601183","The Punisher","https://www.imdb.com/title/tt5675620"
"Aide 1 episode, 2017","Vishaal Reddy","https://www.imdb.com/name/nm3520203","The Punisher","https://www.imdb.com/title/tt5675620"
"Waitress 1 episode, 2017","Darlene Violette","https://www.imdb.com/name/nm1693022","The Punisher","https://www.imdb.com/title/tt5675620"
"Scut 1 episode, 2017","Ben Rezendes","https://www.imdb.com/name/nm5047259","The Punisher","https://www.imdb.com/title/tt5675620"
"Older Airport Suit 1 episode, 2017","Jason Nuzzo","https://www.imdb.com/name/nm0638414","The Punisher","https://www.imdb.com/title/tt5675620"
"Young Airport Suit 1 episode, 2017","Evan Johnson","https://www.imdb.com/name/nm5130584","The Punisher","https://www.imdb.com/title/tt5675620"
"Rhonda 1 episode, 2017","Kacie Sheik","https://www.imdb.com/name/nm1182439","The Punisher","https://www.imdb.com/title/tt5675620"
"Tony 1 episode, 2017","James Lorenzo","https://www.imdb.com/name/nm2086167","The Punisher","https://www.imdb.com/title/tt5675620"
"Cartel Sicario 1 episode, 2017","Raul Torres","https://www.imdb.com/name/nm3814994","The Punisher","https://www.imdb.com/title/tt5675620"
"Halloween Market Customer 1 episode, 2017","Ludovic Coutaud","https://www.imdb.com/name/nm4680788","The Punisher","https://www.imdb.com/title/tt5675620"
"Older Vet 1 episode, 2019","Decater James","https://www.imdb.com/name/nm4337701","The Punisher","https://www.imdb.com/title/tt5675620"
"Bartender 1 episode, 2019","Preston Christopher Lawrence","https://www.imdb.com/name/nm4556877","The Punisher","https://www.imdb.com/title/tt5675620"
"Debbie 1 episode","Ashley August","https://www.imdb.com/name/nm6028028","The Punisher","https://www.imdb.com/title/tt5675620"
"Vor 1 episode","Robbie DeRaffele","https://www.imdb.com/name/nm8532247","The Punisher","https://www.imdb.com/title/tt5675620"
"Young Krista 1 episode","Reagan Grella","https://www.imdb.com/name/nm7625050","The Punisher","https://www.imdb.com/title/tt5675620"
"ESU Cop 1 episode","Shevy Gutierrez","https://www.imdb.com/name/nm3210795","The Punisher","https://www.imdb.com/title/tt5675620"
"Praiser 1 episode","Charmar Jeter","https://www.imdb.com/name/nm6968214","The Punisher","https://www.imdb.com/title/tt5675620"
"Ringo 1 episode","Avery Mason","https://www.imdb.com/name/nm7621695","The Punisher","https://www.imdb.com/title/tt5675620"
"Marlena 1 episode","Teri Reeves","https://www.imdb.com/name/nm3117202","The Punisher","https://www.imdb.com/title/tt5675620"
"Parishioner 1 episode","Ray Rosario","https://www.imdb.com/name/nm3174945","The Punisher","https://www.imdb.com/title/tt5675620"
"Customer 1 episode","Lenny Thomas","https://www.imdb.com/name/nm5166942","The Punisher","https://www.imdb.com/title/tt5675620"
"EMT / ... (uncredited) 1 episode, 2017","Roger Brenner","https://www.imdb.com/name/nm3678814","The Punisher","https://www.imdb.com/title/tt5675620"
"FDNY / ... (uncredited) 1 episode, 2017","Michael-Scott Druckenmiller","https://www.imdb.com/name/nm8413076","The Punisher","https://www.imdb.com/title/tt5675620"
"Prostitute (uncredited) 1 episode, 2017","Christine Duke","https://www.imdb.com/name/nm7055008","The Punisher","https://www.imdb.com/title/tt5675620"
"Cadet (uncredited) 1 episode, 2017","Jonah Falcon","https://www.imdb.com/name/nm0265959","The Punisher","https://www.imdb.com/title/tt5675620"
"CIA Agent (uncredited) 1 episode, 2017","Daniel Garcia","https://www.imdb.com/name/nm5209424","The Punisher","https://www.imdb.com/title/tt5675620"
"Birthday Girl (uncredited) 1 episode, 2017","Valisa Tate","https://www.imdb.com/name/nm2154255","The Punisher","https://www.imdb.com/title/tt5675620"
"Flophouse Background (uncredited) 1 episode, 2017","Bill Walters","https://www.imdb.com/name/nm2450269","The Punisher","https://www.imdb.com/title/tt5675620"
"Bar Patron (uncredited) 1 episode","Mark Richard Goldman","https://www.imdb.com/name/nm6509433","The Punisher","https://www.imdb.com/title/tt5675620"
